token	normalised
sicut	sicut
cremium	cremium
aruerũt	aruerunt
percussus	percussus
sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia

oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meum	meum
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio

vigilavi	vigilavi
et	et
fc̃ts	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me
adversum	adversum
me	me
jurabant	jurabant
quia	quia
cynerem	cynerem
tanquam	tanquam

panem	panem
manducabam	manducabam
et	et
potum	potum
meum	meum
cum	cum
fletu	fletu
missebam	missebam
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
quia	quia
elevans	elevans
allisisti	allisisti
me	me
.	.
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
et	et

ego	ego
sicut	sicut
fenum	fenum
arui	arui
tu	tu
autem	autem
domine	domine
in	in
eternum	eternum
permanes	permanes
et	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem
et	et
generationem	generationem
tu	tu
exurgens	exurgens
domine	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus
miserendi	miserendi

ejus	ejus
quia	quia
venit	venit
tempus	tempus
quoniam	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebuntur	miserebuntur
et	et
timebunt	timebunt
gẽtes	gentes
nomen	nomen
tuum	tuum
domine	domine
et	et
om̃s	omnes
reges	reges
terre	terre
gloriam	gloriam

tuam	tuam
quia	quia
edificavit	edificavit
dominus	dominus
syon	syon
et	et
videbitur	videbitur
in	in
gloria	gloria
sua	sua
respexit	respexit
in	in
orationem	orationem
humilium	humilium
et	et
vit	vit
precem	precem
eorum	eorum
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
et	et
populus	populus

qui	qui
creabitur	creabitur
laudabit	laudabit
dominum	dominum
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
suo	suo
dominus	dominus
de	de
celo	celo
in	in
terrã	terram
aspexit	aspexit
ut	ut
audiret	audiret
gemitus	gemitus
compeditorum	compeditorum
ut	ut
solveret	solveret
filios	filios
interẽptorum	interemptorum
ut	ut

annuntient	annuntient
in	in
syon	syon
nomen	nomen
domini	domini
et	et
laudem	laudem
ejus	ejus
ĩ	in
ihrl̃m	ierusalem
in	in
conveniendo	conveniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
serviant	serviant
dño	domino
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis

sue	sue
paucitatem	paucitatem
dierum	dierum
meorum	meorum
nũtia	nuntia
michi	michi
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorum	meorum
in	in
generationem	generationem
et	et
generationem	generationem
anni	anni
tui	tui
initio	initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
et	et

opera	opera
manuum	manuum
tuarum	tuarum
sunt	sunt
celi	celi
ipsi	ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentũ	vestimentum
veterascent	veterascent
et	et
sicut	sicut
oꝑtorium	opertorium
mutabis	mutabis
eos	eos
et	et
mutabuntur	mutabuntur
tu	tu
autem	autem
idem	idem

ipse	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient
filii	filii
servorum	servorum
tuorum	tuorum
h̃itabunt	habitabunt
et	et
semen	semen
eorum	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
Gloria	Gloria
patri	patri
psalmus	psalmus
domine	domine
exaudi	exaudi
or̃onem	orationem
meam	meam
et	et

clamor	clamor
meus	meus
ad	ad
te	te
veniat	veniat
.	.
non	non
avertas	avertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
in	in
quacumq	quacumque
die	die

invocavero	invocavero
te	te
velociter	velociter
exaudi	exaudi
me	me
.	.
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
.	.
percussus	percussus
sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit

cor	cor
meum	meum
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meum	meum
.	.
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus

sumsicut	sumsicut
nicticorax	nicticorax
in	in
domicilio	domicilio
.	.
vigilavi	vigilavi
et	et
factus	factus
sum	sum
sic̃	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me

adversum	adversum
me	me
jurabant	jurabant
.	.
quia	quia
cynerem	cynerem
tanꝙͣ	tanquam
panẽ	panem
manducabam	manducabam
et	et
potum	potum
meũ	meum
cum	cum
fletu	fletu
miscebam	miscebam
.	.
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
quia	quia
elevans	elevans
allisisti	allisisti

me	me
.	.
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declina	declina
verunt	verunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
tu	tu
autem	autem
domine	domine
in	in
et͛num	eternum
ꝑmanes	permanes
et	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem
⁊	et

generatõnem	generationem
tu	tu
exurgens	exurgens
domine	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus
miserẽdi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
.	.
quoniam	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebuntur	miserebuntur
.	.

orationem	orationem
humilium	humilium
et	et
non	non
sprevit	sprevit
precem	precem
eoꝝ	eorum
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dominum	dominum
.	.
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo

dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
.	.
ut	ut
audiret	audiret
gemitus	gemitus
compeditoꝝ	compeditorum
ut	ut
solveret	solveret
filios	filios
interemptorũ	interemptorum
.	.
ut	ut
annuntient	annuntient
in	in
syon	syon
nom̃	nomen
domini	domini
:	:
et	et
laudem	laudem

ejus	ejus
in	in
ihrl̃m	ierusalem
in	in
conveniendo	conveniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
serviant	serviant
dño	domino
.	.
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meoꝝ	meorum
nuntia	nuntia
michi	michi

.	.
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorũ	meorum
in	in
generationem	generationem
anni	anni
tui	tui
.	.
initio	initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
:	:
et	et
opera	opera
manuum	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi

.	.
ipsi	ipsi
peribunt	peribunt
tu	tu
autem	autem
ꝑmanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentũ	vestimentum
veterascent	veterascent
.	.
et	et
sicut	sicut
opertorium	opertorium
mutabis	mutabis
eos	eos
et	et
mutabuntur	mutabuntur
tu	tu
autem	autem
idem	idem
ipse	ipse
es	es
et	et

anni	anni
tui	tui
non	non
deficient	deficient
.	.
filii	filii
servorum	servorum
tuoꝝ	tuorum
habitabunt	habitabunt
et	et
semen	semen
eorum	eorum
in	in
seculũ	seculum
dirigetur	dirigetur
.	.
psalmus	psalmus
domine	domine
exaudi	exaudi
or̃onem	orationem
meam	meam
et	et
clamor	clamor
meus	meus
ad	ad

te	te
veniat	veniat
.	.
non	non
avertas	avertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
in	in
quacumq	quacumque
die	die
invocav͛o	invocavero
te	te
velociter	velociter

exaudi	exaudi
me	me
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremi	cremi
um	um
aruerunt	aruerunt
.	.
percussus	percussus
sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia

oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meum	meum
.	.
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum
sic̃	sicut
niticorax	niticorax

in	in
domicilio	domicilio
.	.
vigilavi	vigilavi
et	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me
adv͛sum	adversum
me	me

jurabãt	jurabant
.	.
quia	quia
cinerem	cinerem
tamꝙͣ	tamquam
panem	panem
manducabam	manducabam
et	et
potum	potum
meũ	meum
cum	cum
fletu	fletu
miscebam	miscebam
.	.
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
quia	quia
elevans	elevans
allixisti	allixisti
me	me
.	.

dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
tu	tu
autem	autem
domine	domine
in	in
eternũ	eternum
permanes	permanes
et	et
memoriale	memoriale
tuum	tuum
in	in
gñatione	generatione
et	et
gñationem	generationem
.	.

tu	tu
exurgens	exurgens
domine	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus
miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
.	.
quoniam	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
terre	terre
ejus	ejus
miserebuntur	miserebuntur
.	.
et	et
timebunt	timebunt
gentes	gentes
nomen	nomen

tuum	tuum
domine	domine
et	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
.	.
quia	quia
cinerem	cinerem
tamꝙͣ	tamquam
panem	panem
manducabam	manducabam
et	et
potum	potum
cum	cum
fletu	fletu
miscebam	miscebam
.	.
respexit	respexit
in	in
or̃onem	orationem
humilium	humilium
et	et

celo	celo
in	in
terram	terram
aspexit	aspexit
.	.
ut	ut
audiret	audiret
gemitus	gemitus
ꝯpeditorũ	compeditorum
et	et
solveret	solveret
filios	filios
interemptorum	interemptorum
.	.
ut	ut
annuntient	annuntient
in	in
syon	syon
nomẽ	nomen
domini	domini
et	et
laudem	laudem
ejus	ejus
in	in
ihrl̃m	ierusalem

revoces	revoces
me	me
in	in
dimidio	dimidio
dieꝝ	dierum
meorum	meorum
in	in
gñatione	generatione
et	et
gñationem	generationem
anni	anni
tui	tui
.	.
initio	initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
et	et
opera	opera
manuum	manuum
tuarum	tuarum
sunt	sunt
celi	celi
.	.

ipsi	ipsi
peribunt	peribunt
tu	tu
autẽ	autem
perma	perma
nes	nes
et	et
omnes	omnes
sicut	sicut
vestimentum	vestimentum
veterascent	veterascent
.	.
et	et
sicut	sicut
opertorium	opertorium
mutabis	mutabis
eos	eos
et	et
mutabuntur	mutabuntur
.	.
tu	tu
autem	autem
idẽ	idem
ipse	ipse
es	es

et	et
anni	anni
tui	tui
non	non
deficient	deficient
filii	filii
servorum	servorum
tuorum	tuorum
h̃itabunt	habitabunt
et	et
semen	semen
eorum	eorum
in	in
seculũ	seculum
dirigetur	dirigetur
.	.
domine	domine
exaudi	exaudi
orationem	orationem
meam	meam
⁊	et
clamor	clamor
meus	meus
ad	ad
te	te

veniat	veniat
.	.
non	non
avertas	avertas
faciem	faciem
tuã	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuam	tuam
in	in
quacumq	quacumque
die	die
invocavero	invocavero
te	te
velociter	velociter
exaudi	exaudi
me	me

.	.
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
.	.
percussus	percussus
sũ	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meũ	meum
quia	quia
oblitus	oblitus
sũ	sum

comedere	comedere
panem	panem
meum	meum
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sũ	sum
sicut	sicut
niticorax	niticorax
in	in
domicilio	domicilio
vigilavi	vigilavi

et	et
factus	factus
sũ	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me
adversum	adversum
me	me
jurabant	jurabant
.	.
quia	quia
cinerem	cinerem

tanquam	tanquam
panem	panem
manducabam	manducabam
et	et
potum	potum
meũ	meum
cum	cum
fletu	fletu
miscebã	miscebam
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
quia	quia
elevans	elevans
alixisti	alixisti
me	me
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
et	et

ego	ego
sicut	sicut
fenũ	fenum
arui	arui
.	.
tu	tu
autem	autem
dñe	domine
in	in
eternũ	eternum
permanes	permanes
et	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem
et	et
generationem	generationem
.	.
tu	tu
exurgens	exurgens
domine	domine
misereberis	misereberis
syon	syon
quia	quia

tempus	tempus
miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
.	.
quoniã	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebuntur	miserebuntur
.	.
et	et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
dñe	domine
et	et

omnes	omnes
re	re
ges	ges
terre	terre
gloriam	gloriam
tuam	tuam
.	.
quia	quia
edificavit	edificavit
dñs	dominus
syon	syon
⁊	et
videbitur	videbitur
in	in
gloria	gloria
sua	sua
.	.
respexit	respexit
in	in
orationem	orationem
humilium	humilium
et	et
non	non
sprevit	sprevit
precem	precem

dimidio	dimidio
dierũ	dierum
meorum	meorum
in	in
generationem	generationem
et	et
generationẽ	generationem
anni	anni
tui	tui
initio	initio
tu	tu
dñe	domine
terram	terram
fundasti	fundasti
et	et
opera	opera
manuũ	manuum
tuarũ	tuarum
sunt	sunt
celi	celi
.	.
ipsi	ipsi
peribunt	peribunt
tu	tu
autẽ	autem

permanes	permanes
et	et
omnes	omnes
sicut	sicut
vesti	vesti
mentum	mentum
veterascent	veterascent
.	.
et	et
sicut	sicut
opertoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabuntur	mutabuntur
tu	tu
autem	autem
idem	idem
ipse	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient

.	.
filii	filii
servorum	servorum
tuorum	tuorum
habitabũt	habitabunt
et	et
semen	semen
eorum	eorum
in	in
seculum	seculum
dirigetur	dirigetur
.	.
Gloria	Gloria
patri	patri
et	et
filio	filio
.	.
domine	domine
exaudi	exaudi
or̃onẽ	orationem
meam	meam
et	et
clamor	clamor
meus	meus
ad	ad

.	.
quia	quia
defecerunt	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
.	.
percussus	percussus
sum	sum
ut	ut
fenũ	fenum
.	.
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus

sum	sum
comedere	comedere
panẽ	panem
meũ	meum
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum
sicut	sicut
niticorax	niticorax
in	in
domicilio	domicilio

.	.
vigilavi	vigilavi
et	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me
adversum	adversum
me	me
jurabant	jurabant
.	.
quia	quia

cinerem	cinerem
tanꝙͣ	tanquam
panem	panem
manducabam	manducabam
et	et
potum	potum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam
.	.
a	a
facie	facie
ire	ire
et	et
indignatiõis	indignationis
tue	tue
quia	quia
elevans	elevans
alisisti	alisisti
me	me
dies	dies
mei	mei
sicut	sicut
umbra	umbra

declinaverunt	declinaverunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
tu	tu
autem	autem
domine	domine
in	in
eternum	eternum
ꝑmanes	permanes
et	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem
et	et
generationem	generationem
.	.
tu	tu
exurgens	exurgens
domine	domine
misereberis	misereberis

om̃s	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
quia	quia
edificavit	edificavit
domin᷒	dominus
syon	syon
et	et
videbitur	videbitur
in	in
gl̃a	gloria
sua	sua
.	.
respexit	respexit
in	in
or̃onem	orationem
humilium	humilium
et	et
non	non
sprevit	sprevit
precẽ	precem
eoꝝ	eorum
scribentur	scribentur

hec	hec
in	in
generatione	generatione
altera	altera
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dominum	dominum
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
ut	ut
audiret	audiret
gemitus	gemitus

compeditorum	compeditorum
ut	ut
solveret	solveret
filios	filios
interremptorum	interremptorum
ut	ut
annũtient	annuntient
in	in
syon	syon
nomen	nomen
domini	domini
et	et
laudem	laudem
ejus	ejus
in	in
iherusalem	iherusalem
.	.
in	in
conveniendo	conveniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut

servient	servient
domino	domino
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meorum	meorum
nuntia	nuntia
michi	michi
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorum	meorum
in	in
generationem	generationem
et	et
generationem	generationem
ãni	anni

tui	tui
.	.
initio	initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
et	et
opera	opera
manuum	manuum
tuarum	tuarum
sunt	sunt
celi	celi
.	.
ip̃i	ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentum	vestimentum
veterascent	veterascent
.	.

et	et
sicut	sicut
oꝑtorium	opertorium
mutabis	mutabis
eos	eos
et	et
mutabuntur	mutabuntur
tu	tu
autem	autem
idem	idem
ip̃e	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient
.	.
filii	filii
servorum	servorum
tuorum	tuorum
habitabunt	habitabunt
et	et
semen	semen
eorum	eorum

in	in
seculum	seculum
dirigetur	dirigetur
.	.
Gloria	Gloria
patri	patri
.	.
ps̃ d̃d	psalmus dauid
.	.
domine	domine
exaudi	exaudi
oratõem	orationem
meam	meam
:	:
et	et
clamor	clamor
m̃s	meus
ad	ad
te	te
vẽiat	veniat
.	.
non	non
av͛tas	avertas
faciem	faciem
tuã	tuam

a	a
me	me
:	:
ĩ	in
qͣꝯq	quacumque
die	die
tribulor	tribulor
ĩclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
in	in
qͣꝯq	quacumque
die	die
ĩvocavero	invocavero
te	te
:	:
velociter	velociter
exaudi	exaudi
me	me
	quia
de	de
defecer̃t	defecerunt

sicͭ	sicut
fumus	fumus
dies	dies
mei	mei
:	:
et	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruerũt	aruerunt
.	.
percussus	percussus
sum	sum
ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor
meũ	meum
:	:
quia	quia
oblitus	oblitus
sum	sum
cõme	comme

dere	dere
panẽ	panem
meum	meum
a	a
voce	voce
gemitus	gemitus
mei	mei
:	:
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
sil̃is	similis
factus	factus
sum	sum
pellicano	pellicano
solitud̃is	solitudinis
:	:
fc̃us	factus
sũ	sum
sicut	sicut
niticorax	niticorax
in	in

domicilio	domicilio
vigilavi	vigilavi
et	et
et	et
fc̃us	factus
sum	sum
sicut	sicut
pass͛	passer
solitarius	solitarius
in	in
tecto	tecto
to	to
ta	ta
die	die
exprobrabant	exprobrabant
mͥ	michi
ĩimici	inimici
mei	mei
:	:
et	et
qui	qui
laudabant	laudabant
me	me
adversũ	adversum
me	me

jurabãt	jurabant
	quia
cinerẽ	cinerem
tanqͣm	tanquam
panem	panem
manducabã	manducabam
:	:
et	et
potum	potum
meum	meum
cum	cum
fletu	fletu
miscebã	miscebam
a	a
facie	facie
ire	ire
et	et
indignatõis	indignationis
tue	tue
:	:
	quia
elevãsallixisti	elevansallixisti
me	me
dies	dies
mei	mei

sicut	sicut
umbra	umbra
declinar̃t	declinarunt
:	:
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
tu	tu
autem	autem
dñe	domine
in	in
et͛nũ	eternum
ꝑmanes	permanes
:	:
et	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem
et	et
generatõem	generationem
tu	tu

exurgens	exurgens
dñe	domine
mis͛eberis	misereberis
syon	syon
:	:
	quia
tẽpus	tempus
miserendi	miserendi
ejus	ejus
	quia
venit	venit
tempus	tempus
qm̃	quoniam
placuerũt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
:	:
et	et
terre	terre
ei᷒	eius
miserebuntur	miserebuntur
et	et
timebũt	timebunt

gentes	gentes
nomẽ	nomen
tuũ	tuum
dñe	domine
:	:
et	et
omnes	omnes
reges	reges
t͛re	terre
gl̃iam	gloriam
tuam	tuam
.	.
quia	quia
edificavit	edificavit
dñs	dominus
syon	syon
:	:
et	et
videbr̃	videbitur
in	in
gloria	gloria
sua	sua
respexit	respexit
in	in
orationem	orationem

humilium	humilium
:	:
et	et
non	non
sprevit	sprevit
precem	precem
eoꝝ	eorum
.	.
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
:	:
et	et
ppl̃us	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dominum	dominum
	quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto

et	et
laudem	laudem
ejus	ejus
in	in
ierl̃m	ierusalem
.	.
in	in
conveniendo	conveniendo
populos	populos
in	in
unũ	unum
:	:
et	et
reges	reges
ut	ut
serviant	serviant
dño	domino
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
:	:
paucitatem	paucitatem

dierũ	dierum
meoꝝ	meorum
nuntia	nuntia
mͥ	michi
ne	ne
revoces	revoces
me	me
ĩ	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
:	:
in	in
generationem	generationem
et	et
generationẽ	generationem
anni	anni
tui	tui
.	.
initio	initio
tu	tu
domine	domine
terrã	terram
fundasti	fundasti
:	:

et	et
oꝑa	opera
manuum	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi
.	.
ip̃i	ipsi
ꝑibũt	peribunt
.	.
tu	tu
autem	autem
ꝑmanes	permanes
:	:
et	et
om̃s	omnes
sicut	sicut
vestimentũ	vestimentum
vet͛ascent	veterascent
et	et
sicut	sicut
opertoriũ	opertorium
mutabis	mutabis
eos	eos
et	et

mutabuntur	mutabuntur
:	:
tu	tu
autẽ	autem
idem	idem
ipse	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient
filii	filii
s͛voꝝ	servorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
:	:
et	et
semẽ	semen
eorum	eorum
in	in
seculu	seculum
diriget᷑	dirigetur
:	:
domine	domine

exaudi	exaudi
or̃onẽ	orationem
meã	meam
:	:
et	et
clamor	clamor
meus	meus
ad	ad
te	te
veniat	veniat
non	non
avertas	avertas
faciẽ	faciem
tuã	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
ĩclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam

ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor
meũ	meum
quia	quia
oblitus	oblitus
sũ	sum
comedere	comedere
panẽ	panem
meũ	meum
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
similis	similis
factus	factus
sũ	sum

pellicano	pellicano
solitud̃is	solitudinis
et	et
factus	factus
sum	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
vigilavi	vigilavi
et	et
factus	factus
sũ	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei

et	et
qui	qui
laudabant	laudabant
me	me
adv͛sum	adversum
me	me
jurabant	jurabant
.	.
	quia
cinerẽ	cinerem
tãquã	tanquam
panẽ	panem
manducabã	manducabam
:	:
et	et
potũ	potum
meũ	meum
cum	cum
fletu	fletu
miscebã	miscebam
.	.
a	a
facie	facie
ire	ire
et	et

indignatõis	indignationis
tue	tue
	
quia	quia
elevans	elevans
allisisti	allisisti
me	me
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverũt	declinaverunt
	
et	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
.	.
tu	tu
autẽ	autem
dñe	domine
in	in
et͛nũ	eternum
ꝑmanes	permanes

	
et	et
mẽoriale	memoriale
tuũ	tuum
in	in
generatõe	generatione
et	et
generõnẽ	generationem
tu	tu
exurgens	exurgens
dñe	domine
misereberis	misereberis
syon	syon
	
	quia
tempus	tempus
miserendi	miserendi
ei᷒	eius
.	.
quia	quia
venit	venit
tempus	tempus
.	.
qm̃	quoniam
placuerunt	placuerunt

servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
	
et	et
t͛re	terre
ejus	ejus
mis͛ebuntur	miserebuntur
.	.
et	et
timebũt	timebunt
gentes	gentes
nomen	nomen
